participantId,year,month,edu_ratio,food_ratio,recreation_ratio,shelter_ratio,educationLevel,mood_type,haveKids
0,2022,3,0.003185178208477576,0.022489038732174012,0.02922552150523015,0.04651282751334221,HighSchoolOrCollege,sad,True
0,2022,4,0.004400359770656149,0.03078148490130016,0.02540605496034508,0.06425799801858102,HighSchoolOrCollege,sad,True
0,2022,5,0.004200343417444506,0.029245290800021466,0.04233002266305908,0.06133717992682735,HighSchoolOrCollege,sad,True
0,2022,6,0.004200343417444506,0.028400508251381202,0.05146699271878198,0.06133717992682735,HighSchoolOrCollege,sad,True
0,2022,7,0.004400359770656149,0.0312859294444205,0.12383454124361024,0.06425799801858102,HighSchoolOrCollege,sad,True
0,2022,8,0.004017719790599093,0.027680140918109816,0.03320933105248841,0.058670346016965295,HighSchoolOrCollege,sad,True
0,2022,9,0.004200343417444506,0.028306183038762922,0.032564204213792775,0.06133717992682735,HighSchoolOrCollege,sad,True
0,2022,10,0.004400359770656149,0.030883285568939635,0.002896292116067118,0.06425799801858102,HighSchoolOrCollege,sad,True
0,2022,11,0.004200343417444506,0.028853833784318786,0.04171482341656128,0.06133717992682735,HighSchoolOrCollege,sad,True
0,2022,12,0.004200343417444506,0.029404332681821344,0.039425059988429954,0.06133717992682735,HighSchoolOrCollege,sad,True
0,2023,1,0.004200343417444506,0.0292924534063306,0.023182343924533704,0.06133717992682735,HighSchoolOrCollege,sad,True
0,2023,2,0.004620377759188956,0.029069752240400797,0.0388979901036358,0.06747089791951007,HighSchoolOrCollege,sad,True
0,2023,3,0.004017719790599093,0.027551016854387194,0.015457066116376832,0.058670346016965295,HighSchoolOrCollege,sad,True
0,2023,4,0.004620377759188956,0.031381923721249205,0.014373333583946697,0.06747089791951007,HighSchoolOrCollege,sad,True
0,2023,5,0.005133753065765506,0.02807660480821001,0.029966524471498304,0.07496766435501119,HighSchoolOrCollege,sad,True
1,2022,3,0.0036688186948927006,0.027892691016949078,0.10115954420620772,0.053575379449438694,HighSchoolOrCollege,sad,True
1,2022,4,0.00500753475909598,0.0338135629717755,0.06789980057234365,0.07312451149420097,HighSchoolOrCollege,sad,True
1,2022,5,0.004779919542773435,0.03246629724418204,0.04509404270531847,0.06980067006264638,HighSchoolOrCollege,sad,True
1,2022,6,0.004779919542773435,0.03282435760922222,0.0849414264169111,0.06980067006264638,HighSchoolOrCollege,sad,True
1,2022,7,0.00500753475909598,0.0356523905066621,0.06655756108191554,0.07312451149420097,HighSchoolOrCollege,sad,True
1,2022,8,0.004572096953957199,0.03257895028742239,0.052707902629318244,0.0667658583207922,HighSchoolOrCollege,sad,True
1,2022,9,0.004779919542773435,0.032073871755278434,0.04879296992944028,0.06980067006264638,HighSchoolOrCollege,sad,True
1,2022,10,0.00500753475909598,0.03486213357600997,0.0503515562610998,0.07312451149420097,HighSchoolOrCollege,sad,True
1,2022,11,0.004779919542773435,0.03242891618375559,0.07897414508971799,0.06980067006264638,HighSchoolOrCollege,sad,True
1,2022,12,0.004779919542773435,0.03569226134690199,0.1355244891019406,0.06980067006264638,HighSchoolOrCollege,sad,True
1,2023,1,0.004779919542773435,0.03349680895260112,0.04133829342196142,0.06980067006264638,HighSchoolOrCollege,sad,True
1,2023,2,0.005257911497050779,0.03232481555480312,0.04050580257486897,0.07678073706891102,HighSchoolOrCollege,sad,True
1,2023,3,0.004572096953957199,0.032722272831317345,0.03872283544455342,0.0667658583207922,HighSchoolOrCollege,sad,True
1,2023,4,0.005257911497050779,0.03595718311184357,0.06261952242662365,0.07678073706891102,HighSchoolOrCollege,sad,True
1,2023,5,0.005842123885611976,0.03281978504310358,0.05024111959567645,0.0853119300765678,HighSchoolOrCollege,sad,True
2,2022,3,0.001317872874296304,0.029878803772623794,0.044363611806367255,0.057246372950637864,HighSchoolOrCollege,sad,True
2,2022,4,0.0019262032341156726,0.043636233236979696,0.051190523725802864,0.08367130917524179,HighSchoolOrCollege,sad,True
2,2022,5,0.0018386485416558695,0.0424408120362863,0.0457018412227262,0.07986806784909443,HighSchoolOrCollege,sad,True
2,2022,6,0.0018386485416558695,0.04144990334899376,0.04944633634923844,0.07986806784909443,HighSchoolOrCollege,sad,True
2,2022,7,0.0019262032341156726,0.04219660188597861,0.05940018052688117,0.08367130917524179,HighSchoolOrCollege,sad,True
2,2022,8,0.00175870730071431,0.042289099963241455,0.05821644907847084,0.07639554316000337,HighSchoolOrCollege,sad,True
2,2022,9,0.0018386485416558695,0.038121734341070634,0.04310355686578336,0.07986806784909443,HighSchoolOrCollege,sad,True
2,2022,10,0.0019262032341156726,0.04380475530021796,0.0622915243017163,0.08367130917524179,HighSchoolOrCollege,sad,True
2,2022,11,0.0018386485416558695,0.03876597823300983,0.03821862285030787,0.07986806784909443,HighSchoolOrCollege,sad,True
2,2022,12,0.0018386485416558695,0.044105824186685995,0.04769430997965423,0.07986806784909443,HighSchoolOrCollege,sad,True
2,2023,1,0.0018386485416558695,0.044848688118032574,0.0352298281509043,0.07986806784909443,HighSchoolOrCollege,sad,True
2,2023,2,0.0020225133958214564,0.04202165876183764,0.05668045591228857,0.08785487463400388,HighSchoolOrCollege,sad,True
2,2023,3,0.00175870730071431,0.040494436121073736,0.0458323408009196,0.07639554316000337,HighSchoolOrCollege,sad,True
2,2023,4,0.0020225133958214564,0.04362839766977787,0.04103320249519224,0.08785487463400388,HighSchoolOrCollege,sad,True
2,2023,5,0.0022472371064682847,0.03972943390700071,0.03907388665924606,0.09761652737111542,HighSchoolOrCollege,sad,True
3,2022,3,0.004039745781013773,0.031035593134829943,0.04823896881415439,0.058991989273923975,HighSchoolOrCollege,sad,True
3,2022,4,0.005911596880241308,0.04336610723017074,0.05032896569596011,0.0863264370223421,HighSchoolOrCollege,sad,True
3,2022,5,0.00564288793113943,0.04300126908230188,0.11587218594039503,0.0824025080667811,HighSchoolOrCollege,sad,True
3,2022,6,0.00564288793113943,0.040455102266978495,0.04948750099007156,0.0824025080667811,HighSchoolOrCollege,sad,True
3,2022,7,0.005911596880241308,0.04482701407105498,0.040985799641287436,0.0863264370223421,HighSchoolOrCollege,sad,True
3,2022,8,0.005397544977611629,0.0413511966165575,0.10199975102984174,0.07881979032474713,HighSchoolOrCollege,sad,True
3,2022,9,0.00564288793113943,0.042577533875306606,0.04432771324918373,0.0824025080667811,HighSchoolOrCollege,sad,True
3,2022,10,0.005911596880241308,0.04416299410760366,0.0635521827739501,0.0863264370223421,HighSchoolOrCollege,sad,True
3,2022,11,0.00564288793113943,0.04077778636862753,0.04431140358083425,0.0824025080667811,HighSchoolOrCollege,sad,True
3,2022,12,0.00564288793113943,0.042576789495008746,0.03790691266523568,0.0824025080667811,HighSchoolOrCollege,sad,True
3,2023,1,0.00564288793113943,0.04300159878984,0.033074317822731715,0.0824025080667811,HighSchoolOrCollege,sad,True
3,2023,2,0.006207176724253373,0.04272756457477,0.05681284281354428,0.09064275887345921,HighSchoolOrCollege,sad,True
3,2023,3,0.005397544977611629,0.041039648602836244,0.041835087743157216,0.07881979032474713,HighSchoolOrCollege,sad,True
3,2023,4,0.006207176724253373,0.045733770311086365,0.04514234121041292,0.09064275887345921,HighSchoolOrCollege,sad,True
3,2023,5,0.006896863026948192,0.04086186937042836,0.06791671082606375,0.10071417652606578,HighSchoolOrCollege,sad,True
4,2022,3,0.0011054945055773418,0.025888924973122444,0.11605409053559933,0.5029938455780845,Bachelors,happy,True
4,2022,4,0.0015371525982532037,0.03183885441592583,0.08018902025033325,0.12024077819662576,Bachelors,happy,True
4,2022,5,0.0014672820256053309,0.03150487787338988,0.06572315905765584,0.11477528827859734,Bachelors,happy,True
4,2022,6,0.0014672820256053309,0.030184031182263524,0.0439568390679136,0.11477528827859734,Bachelors,happy,True
4,2022,7,0.0015371525982532037,0.03307682510609856,0.05036131723250028,0.12024077819662576,Bachelors,happy,True
4,2022,8,0.0014034871549268384,0.02989893171273576,0.03512832655846327,0.10978505835344093,Bachelors,happy,True
4,2022,9,0.0014672820256053309,0.02976002556689142,0.051200686504000406,0.11477528827859734,Bachelors,happy,True
4,2022,10,0.0015371525982532037,0.03413531344922844,0.06318231627483901,0.12024077819662576,Bachelors,happy,True
4,2022,11,0.0014672820256053309,0.030902785540025093,0.04563905003988266,0.11477528827859734,Bachelors,happy,True
4,2022,12,0.0014672820256053309,0.03172961129040953,0.051366904601152494,0.11477528827859734,Bachelors,happy,True
4,2023,1,0.0014672820256053309,0.03149765918279426,0.05166421414631697,0.11477528827859734,Bachelors,happy,True
4,2023,2,0.0016140102281658637,0.030641451289743868,0.041867719114318094,0.12625281710645705,Bachelors,happy,True
4,2023,3,0.0014034871549268384,0.03014281910545171,0.040685119633401816,0.10978505835344093,Bachelors,happy,True
4,2023,4,0.0016140102281658637,0.0339944321736695,0.0636144334301775,0.12625281710645705,Bachelors,happy,True
4,2023,5,0.0017933446979620708,0.029381713843837285,0.04206295612020065,0.14028090789606337,Bachelors,happy,True
