participantId,year,month,amount_x,amount_y,engel_idx,date
0,2022,3,11931.947623051645,1210.0494253447316,0.10141256595922406,2022-03-01
0,2022,4,8636.880058553219,1078.2790438130835,0.12484589765088253,2022-04-01
0,2022,5,9048.160061341467,1240.6188938975172,0.1371128368073525,2022-05-01
0,2022,6,9048.160061341467,1315.6479337202568,0.14540502431443514,2022-06-01
0,2022,7,8636.880058553219,1932.7509012017174,0.22377882847726802,2022-07-01
0,2022,8,9459.440064129714,1168.974311885255,0.12357753777816265,2022-08-01
0,2022,9,9048.160061341467,1143.7590080998384,0.12640791059682763,2022-09-01
0,2022,10,8636.880058553219,884.7441621368592,0.10243793547424399,2022-10-01
0,2022,11,9048.160061341467,1231.5105069103754,0.13610618054515203,2022-11-01
0,2022,12,9048.160061341467,1215.7733630482323,0.13436691601452325,2022-12-01
0,2023,1,9048.160061341467,1067.7943666789895,0.11801232067513623,2023-01-01
0,2023,2,8225.600055764971,1152.0694664582024,0.14005901802273577,2023-02-01
0,2023,3,9459.440064129714,999.8263843779349,0.10569614877832843,2023-03-01
0,2023,4,8225.600055764971,969.3584482840351,0.11784653298389498,2023-04-01
0,2023,5,7403.040050188474,1022.689611938823,0.13814454670048507,2023-05-01
1,2022,3,10359.023629743966,1929.8491553908325,0.1862964333674882,2022-03-01
1,2022,4,7589.638690895696,1364.9616805784608,0.17984540979741606,2022-04-01
1,2022,5,7951.050057128824,1209.6801466292818,0.15214092955492034,2022-05-01
1,2022,6,7951.050057128824,1529.3556450516828,0.19234637363155316,2022-06-01
1,2022,7,7589.638690895696,1368.7306044141187,0.1803419978418745,2022-07-01
1,2022,8,8312.461423361952,1301.937676033225,0.1566248081914899,2022-08-01
1,2022,9,7951.050057128824,1235.9703074399852,0.15544743129013858,2022-09-01
1,2022,10,7589.638690895696,1239.7351186245883,0.16334573609040673,2022-10-01
1,2022,11,7951.050057128824,1478.7653179456531,0.18598365087889346,2022-11-01
1,2022,12,7951.050057128824,1954.3469546805554,0.24579734005426232,2022-12-01
1,2023,1,7951.050057128824,1188.0116462533813,0.14941569197998233,2023-01-01
1,2023,2,7228.227324662567,1119.4302652798356,0.15486926669563392,2023-02-01
1,2023,3,8312.461423361952,1186.8787076739682,0.14278306355062018,2023-03-01
1,2023,4,7228.227324662567,1305.5288377912398,0.18061535410442908,2023-04-01
1,2023,5,6505.404592196311,1133.3387917119737,0.17421495860095976,2023-05-01
2,2022,3,9722.064448008587,1291.1549212938155,0.13280666140392522,2022-03-01
2,2022,4,6651.657930619782,1200.120522245476,0.18042426937214018,2022-04-01
2,2022,5,6968.403546363581,1183.5789498150264,0.16984936964976288,2022-05-01
2,2022,6,6968.403546363581,1202.7670513233043,0.17260295608898266,2022-06-01
2,2022,7,6651.657930619782,1245.1524157209792,0.18719429482221728,2022-07-01
2,2022,8,7285.14916210738,1301.563288647401,0.17865979950243005,2022-08-01
2,2022,9,6968.403546363581,1135.3759795592844,0.1629320075976044,2022-09-01
2,2022,10,6651.657930619782,1275.0815318824875,0.19169379201129172,2022-10-01
2,2022,11,6968.403546363581,1105.825139463405,0.15869131747406812,2022-11-01
2,2022,12,6968.403546363581,1209.0657527404057,0.17350685055709056,2022-12-01
2,2023,1,6968.403546363581,1127.384789015022,0.1617852326596873,2023-01-01
2,2023,2,6334.912314875983,1194.6346140124517,0.1885795027039516,2023-02-01
2,2023,3,7285.14916210738,1198.2688188197185,0.16448102738271106,2023-03-01
2,2023,4,6334.912314875983,1105.6891857412043,0.17453898819479557,2023-04-01
2,2023,5,5701.421083388384,1018.6562855764412,0.17866708504383058,2023-05-01
3,2022,3,9407.86416122018,1338.7983114991548,0.14230629700392222,2022-03-01
3,2022,4,6428.953178567979,1195.3552381474829,0.18593310682871436,2022-04-01
3,2022,5,6735.093806118835,1663.02162412294,0.24691885102061745,2022-05-01
3,2022,6,6735.093806118835,1198.765871345637,0.1779879992549707,2022-06-01
3,2022,7,6428.953178567979,1144.6805627206998,0.17805084761492573,2022-07-01
3,2022,8,7041.2344336696915,1602.3616299098815,0.2275682829487579,2022-08-01
3,2022,9,6735.093806118835,1178.3089928702561,0.17495064312241085,2022-09-01
3,2022,10,6428.953178567979,1285.4898300355521,0.19995321078413722,2022-10-01
3,2022,11,6735.093806118835,1166.077677439163,0.17313458594738218,2022-11-01
3,2022,12,6735.093806118835,1135.0592851558495,0.1685290981581649,2022-12-01
3,2023,1,6735.093806118835,1105.3724360150193,0.16412131261049223,2023-01-01
3,2023,2,6122.812551017123,1202.461256933403,0.1963903429860269,2023-02-01
3,2023,3,7041.2344336696915,1176.5344484835814,0.1670920716483523,2023-03-01
3,2023,4,6122.812551017123,1149.4113974543418,0.1877260471192118,2023-04-01
3,2023,5,5510.531295915411,1192.421771740889,0.21638961974950613,2023-05-01
4,2022,3,11589.786248191002,7487.492808593531,0.6460423555923838,2022-03-01
4,2022,4,8335.18092657219,1948.8136902015256,0.23380580546113802,2022-04-01
4,2022,5,8732.094304028007,1864.0454735163135,0.21347060723524852,2022-05-01
4,2022,6,8732.094304028007,1662.4461568461543,0.19038344055437978,2022-06-01
4,2022,7,8335.18092657219,1710.5130986082079,0.2052160731334778,2022-07-01
4,2022,8,9129.007681483825,1608.675426302512,0.17621580377956683,2022-08-01
4,2022,9,8732.094304028007,1721.9976587631893,0.1972032823750945,2022-09-01
4,2022,10,8335.18092657219,1826.2011371341653,0.21909556051894644,2022-10-01
4,2022,11,8732.094304028007,1683.4116125260641,0.19278440588411044,2022-11-01
4,2022,12,8732.094304028007,1740.6476991401848,0.19933908619576468,2022-12-01
4,2023,1,8732.094304028007,1741.2184064483347,0.19940444363331397,2023-01-01
4,2023,2,7938.267549116372,1590.638280470818,0.20037599773868492,2023-02-01
4,2023,3,9129.007681483825,1661.6298828495637,0.1820164842472214,2023-03-01
4,2023,4,7938.267549116372,1789.8863763679838,0.22547569293846997,2023-04-01
4,2023,5,7144.440794204735,1525.4733006584688,0.21351892255806326,2023-05-01
5,2022,3,4168.920740239827,1492.6384868031173,0.3580395454381437,2022-03-01
5,2022,4,1680.0,1471.6100246370465,0.875958347998242,2022-04-01
5,2022,5,1760.0,1378.894220180942,0.783462625102808,2022-05-01
5,2022,6,1760.0,1584.3914434052103,0.9002224110256877,2022-06-01
5,2022,7,1680.0,1348.1205924524147,0.8024527336026278,2022-07-01
5,2022,8,1840.0,1386.3091495156075,0.7534288856063084,2022-08-01
5,2022,9,1760.0,1283.95137839606,0.729517828634125,2022-09-01
5,2022,10,1680.0,1265.775431291763,0.7534377567212874,2022-10-01
5,2022,11,1760.0,1183.4657963055129,0.6724237479008596,2022-11-01
5,2022,12,1760.0,1514.0058137240653,0.8602305759795825,2022-12-01
5,2023,1,1760.0,1459.8320754005435,0.8294500428412179,2023-01-01
5,2023,2,1600.0,1269.6396753386732,0.7935247970866708,2023-02-01
5,2023,3,1840.0,1297.0468328772624,0.7049167569985122,2023-03-01
5,2023,4,1600.0,1201.0347936321505,0.7506467460200941,2023-04-01
5,2023,5,1440.0,1238.647648416061,0.860171978066709,2023-05-01
6,2022,3,4045.9635853666973,1957.679230849177,0.48385982462364324,2022-03-01
6,2022,4,1789.7094280721526,1599.0942390647954,0.8934937783656395,2022-04-01
6,2022,5,1708.3589995234183,1590.1875721388285,0.9308275207859963,2022-05-01
6,2022,6,1789.7094280721526,1377.5415244651874,0.7697012167774374,2022-06-01
6,2022,7,1871.0598566208869,1669.6405921048881,0.892350175862487,2022-07-01
6,2022,8,1708.3589995234183,1672.9555911223672,0.9792763649730954,2022-08-01
6,2022,9,1789.7094280721526,1559.455847308051,0.8713458301372826,2022-09-01
6,2022,10,1789.7094280721526,1490.1215420468448,0.8326052926099745,2022-10-01
6,2022,11,1708.3589995234183,1553.8157363290768,0.9095370099390968,2022-11-01
6,2022,12,1871.0598566208869,1646.9289034820154,0.8802117674932914,2022-12-01
6,2023,1,1708.3589995234183,1266.9659955218974,0.7416274892310946,2023-01-01
6,2023,2,1627.008570974684,1132.9466334850638,0.6963372250745766,2023-02-01
6,2023,3,1871.0598566208869,1483.6935354518725,0.792969572941085,2023-03-01
6,2023,4,1789.7094280721526,1437.1435934450167,0.8030038680597921,2023-04-01
6,2023,5,1301.606856779747,1239.4244229261226,0.9522264088194284,2023-05-01
7,2022,3,8916.928173368591,2512.0918642241563,0.2817216664060165,2022-03-01
7,2022,4,5643.554761121759,2198.923686403966,0.38963450865264393,2022-04-01
7,2022,5,5912.295464032319,2120.1692211192044,0.35860339423449605,2022-05-01
7,2022,6,5912.295464032319,2025.2167472792844,0.3425432236260468,2022-06-01
7,2022,7,5643.554761121759,2070.7804524999287,0.3669283882501609,2022-07-01
7,2022,8,6181.0361669428785,1889.913550457085,0.30575998900712315,2022-08-01
7,2022,9,5912.295464032319,1944.3228867771063,0.32886091343125035,2022-09-01
7,2022,10,5643.554761121759,1893.018864747774,0.33543022879634504,2022-10-01
7,2022,11,5912.295464032319,1959.1720244989876,0.3313724823831433,2022-11-01
7,2022,12,5912.295464032319,1829.07443991349,0.3093679013575584,2022-12-01
7,2023,1,5912.295464032319,1935.2411896923452,0.3273248438724791,2023-01-01
7,2023,2,5374.814058211199,1770.9030230118824,0.32948172789465013,2023-02-01
7,2023,3,6181.0361669428785,1870.0404960546264,0.3025448234805497,2023-03-01
7,2023,4,5374.814058211199,2042.4124716462197,0.37999686119857295,2023-04-01
7,2023,5,4837.33265239008,1728.5197602242963,0.3573291076788468,2023-05-01
8,2022,3,6595.682497172906,2340.7658885623746,0.3548936580203326,2022-03-01
8,2022,4,3348.5096343586115,2027.7218274088787,0.6055595022342761,2022-04-01
8,2022,5,3507.962474089974,2152.1862047708155,0.6135146030400823,2022-05-01
8,2022,6,3507.962474089974,2027.5297444739763,0.577979314046098,2022-06-01
8,2022,7,3348.5096343586115,2289.8255612169414,0.6838342460542285,2022-07-01
8,2022,8,3667.4153138213364,2091.1560294141527,0.5701988595437344,2022-08-01
8,2022,9,3507.962474089974,2142.507375301394,0.6107555001303705,2022-09-01
8,2022,10,3348.5096343586115,2049.887788227756,0.6121791519409502,2022-10-01
8,2022,11,3507.962474089974,2123.2850495497596,0.6052758731692466,2022-11-01
8,2022,12,3507.962474089974,2122.7250669453524,0.6051162413007352,2022-12-01
8,2023,1,3507.962474089974,2213.8279183674836,0.6310865451722909,2023-01-01
8,2023,2,3189.056794627249,1995.4593329661782,0.6257208514843701,2023-02-01
8,2023,3,3667.4153138213364,2075.2164325495864,0.5658525841697687,2023-03-01
8,2023,4,3189.056794627249,2055.1060549647837,0.6444244136470431,2023-04-01
8,2023,5,2870.151115164524,1970.9379534722152,0.6867018057198135,2023-05-01
9,2022,3,16120.47472676785,1373.078733005461,0.08517607305481398,2022-03-01
9,2022,4,12040.121851749438,1317.153837753071,0.10939705212050554,2022-04-01
9,2022,5,12613.46098754703,1263.613597439477,0.10017976816093636,2022-05-01
9,2022,6,12613.46098754703,1381.4114484959914,0.10951882674071978,2022-06-01
9,2022,7,12040.121851749438,1241.2295679061504,0.10309111346126441,2022-07-01
9,2022,8,13186.800123344623,1320.147534018409,0.10011128717127886,2022-08-01
9,2022,9,12613.46098754703,1323.766990691878,0.10494875213066433,2022-09-01
9,2022,10,12040.121851749438,1276.3765804223115,0.10601027100376506,2022-10-01
9,2022,11,12613.46098754703,1344.0693951447129,0.10655833450245579,2022-11-01
9,2022,12,12613.46098754703,1368.3988906257464,0.10848718618757643,2022-12-01
9,2023,1,12613.46098754703,1280.1227401798267,0.10148861929677044,2023-01-01
9,2023,2,11466.782715951846,1236.92314384888,0.10787011269762291,2023-02-01
9,2023,3,13186.800123344623,1426.6719925691966,0.10818939994726665,2023-03-01
9,2023,4,11466.782715951846,1312.9926488199835,0.11450401401549479,2023-04-01
9,2023,5,10320.10444435666,1124.9264027414426,0.10900339321241906,2023-05-01
10,2022,3,8954.21593782815,1390.0057363584592,0.1552347794613948,2022-03-01
10,2022,4,6207.317802940463,1378.1709375131984,0.22202358269143982,2022-04-01
10,2022,5,6502.9043649852465,1114.9567279395415,0.17145519376588142,2022-05-01
10,2022,6,6502.9043649852465,1109.8902571629117,0.17067608484896268,2022-06-01
10,2022,7,6207.317802940463,1143.551430356246,0.1842263384379217,2022-07-01
10,2022,8,6798.49092703003,1340.5670733461584,0.19718597667259,2022-08-01
10,2022,9,6502.9043649852465,1118.6234994308954,0.1720190605068868,2022-09-01
10,2022,10,6207.317802940463,1265.3817913970402,0.20385323122937532,2022-10-01
10,2022,11,6502.9043649852465,1222.8334815970165,0.1880442050141992,2022-11-01
10,2022,12,6502.9043649852465,1260.3071969901227,0.19380681711639813,2022-12-01
10,2023,1,6502.9043649852465,1199.804946147545,0.1845029357355876,2023-01-01
10,2023,2,5911.731240895679,1169.6457847216593,0.19785165073648509,2023-02-01
10,2023,3,6798.49092703003,1173.930776687621,0.17267519943583434,2023-03-01
10,2023,4,5911.731240895679,1233.2431029176048,0.2086094669504559,2023-04-01
10,2023,5,5320.558116806111,1046.5904773118825,0.19670689697120394,2023-05-01
11,2022,3,9040.314629705266,1772.1766741211786,0.19603042003627205,2022-03-01
11,2022,4,6580.863957462281,1198.4209041309125,0.182106925758886,2022-04-01
11,2022,5,6580.863957462281,1092.7904727154826,0.1660557762292484,2022-05-01
11,2022,6,6281.733777577632,1421.5380375994082,0.22629708420205974,2022-06-01
11,2022,7,6879.994137346932,1280.6531090782394,0.18614159888980453,2022-07-01
11,2022,8,6580.863957462282,1458.288302452748,0.2215952664997947,2022-08-01
11,2022,9,6281.733777577632,1464.3602197640269,0.23311402100340436,2022-09-01
11,2022,10,6580.863957462281,1286.3670923496065,0.19547085316829077,2022-10-01
11,2022,11,6580.863957462283,1262.2032815999207,0.19179902361735682,2022-11-01
11,2022,12,6580.863957462284,1249.5529012799043,0.18987672581545928,2022-12-01
11,2023,1,6580.863957462282,1358.0720250503998,0.2063668287065002,2023-01-01
11,2023,2,5982.6035976929825,1182.64378433158,0.19768045216762017,2023-02-01
11,2023,3,6580.863957462282,1259.2962663080214,0.19135728598067422,2023-03-01
11,2023,4,6580.863957462281,1336.8544038896873,0.20314268955123732,2023-04-01
11,2023,5,5085.213058039038,1323.476276330823,0.2602597494393249,2023-05-01
12,2022,3,8426.48254216472,1606.4126635967455,0.1906385796871379,2022-03-01
12,2022,4,6279.758241154295,1470.4141770463045,0.23415139892009992,2022-04-01
12,2022,5,6279.758241154295,1452.3921387283735,0.23128153711557634,2022-05-01
12,2022,6,5994.31468473819,1478.319248413781,0.2466202270257269,2022-06-01
12,2022,7,6565.2017975704,1621.6851501503033,0.24701223209169965,2022-07-01
12,2022,8,5994.31468473819,1520.402655777931,0.2536407805964789,2022-08-01
12,2022,9,6279.758241154295,1413.7206330041206,0.2251234169715842,2022-09-01
12,2022,10,6279.758241154295,1242.5468044349943,0.1978653885577925,2022-10-01
12,2022,11,5994.31468473819,1154.5575476556933,0.19260876486769232,2022-11-01
12,2022,12,6565.2017975704,1323.5712454561835,0.2016040460395293,2022-12-01
12,2023,1,6279.758241154295,1519.4513369181152,0.24196016447901053,2023-01-01
12,2023,2,5708.8711283220855,1217.8207721868998,0.213320767768817,2023-02-01
12,2023,3,6279.758241154295,1350.3731638165937,0.21503585201209574,2023-03-01
12,2023,4,6279.758241154295,1243.3158685885521,0.19798785571719965,2023-04-01
12,2023,5,4567.096902657666,925.6941266705179,0.20268764740503795,2023-05-01
13,2022,3,8667.562751076997,2525.135231487254,0.29133163543275076,2022-03-01
13,2022,4,5414.627793912878,2330.867938406358,0.43047611527919216,2022-04-01
13,2022,5,5672.467212670634,2463.6290442758122,0.4343134921560737,2022-05-01
13,2022,6,5672.467212670634,2287.5838238346187,0.4032784568106141,2022-06-01
13,2022,7,5414.627793912878,2334.676247806171,0.431179452525031,2022-07-01
13,2022,8,5930.30663142839,2396.5713272160096,0.4041226661898198,2022-08-01
13,2022,9,5414.627793912878,2312.415862931619,0.4270682955403206,2022-09-01
13,2022,10,5672.467212670634,2205.3087954612674,0.3887741811068123,2022-10-01
13,2022,11,5672.467212670634,2083.592836289869,0.3673168584625278,2022-11-01
13,2022,12,5672.467212670634,2087.4519452618297,0.3679971812968918,2022-12-01
13,2023,1,5672.467212670634,2260.743604750186,0.3985467910154413,2023-01-01
13,2023,2,5156.788375155122,2264.027710948492,0.4390383211877271,2023-02-01
13,2023,3,5672.467212670634,2412.2869526867776,0.42526238799555044,2023-03-01
13,2023,4,5414.627793912878,2301.647739078166,0.425079585648653,2023-04-01
13,2023,5,4641.10953763961,1994.7772718164354,0.4298061176187937,2023-05-01
14,2022,3,11275.012946946883,2372.6232642951095,0.21043197692625115,2022-03-01
14,2022,4,6700.684928698649,2020.6718908650764,0.3015619914033944,2022-04-01
14,2022,5,7019.765163398584,2084.659710632131,0.2969700071309584,2022-05-01
14,2022,6,7019.765163398584,1910.418710042063,0.2721485214353158,2022-06-01
14,2022,7,6700.684928698649,2041.8410929725435,0.30472125084220203,2022-07-01
14,2022,8,7338.84539809852,1958.894322713147,0.26692132296732846,2022-08-01
14,2022,9,7019.765163398584,1981.1574923971275,0.2822256081623619,2022-09-01
14,2022,10,6700.684928698649,1958.1144496935276,0.2922260142850525,2022-10-01
14,2022,11,7019.765163398584,1952.9337748881148,0.27820500108334273,2022-11-01
14,2022,12,7019.765163398584,1965.2525479534238,0.2799598707660979,2022-12-01
14,2023,1,7019.765163398584,2004.2854118677928,0.2855202938010291,2023-01-01
14,2023,2,6381.604693998714,1844.2130319286805,0.2889889174211912,2023-02-01
14,2023,3,7338.84539809852,1886.9883753514214,0.25712333112240465,2023-03-01
14,2023,4,6381.604693998714,1933.7799019326835,0.30302408166259776,2023-04-01
14,2023,5,5743.444224598843,1840.3477993824088,0.32042581548895427,2023-05-01
15,2022,3,8495.098791426291,1328.5584353788724,0.15639116954351664,2022-03-01
15,2022,4,6199.097289684936,1399.822911901232,0.22581076671122494,2022-04-01
15,2022,5,5917.320140153803,1364.878961577942,0.23065829281673209,2022-05-01
15,2022,6,6199.097289684936,1202.082267798833,0.19391247009448498,2022-06-01
15,2022,7,6480.87443921607,1046.0847559908761,0.16141105120953572,2022-07-01
15,2022,8,5917.320140153803,1238.1043864722603,0.20923397030198193,2022-08-01
15,2022,9,6199.097289684936,1376.8237734677393,0.22210068807255567,2022-09-01
15,2022,10,6199.097289684936,1330.7752493333533,0.21467242521708976,2022-10-01
15,2022,11,5917.320140153803,1122.3633305383573,0.18967426198934453,2022-11-01
15,2022,12,6480.87443921607,1153.1103276111833,0.1779251146471315,2022-12-01
15,2023,1,5917.320140153803,1113.6666951917157,0.18820457044982009,2023-01-01
15,2023,2,5635.542990622669,1173.6109631096524,0.2082516210172643,2023-02-01
15,2023,3,6480.87443921607,1223.7010230977655,0.18881727065920215,2023-03-01
15,2023,4,6199.097289684936,1061.2824604409022,0.17119951677590803,2023-04-01
15,2023,5,4508.434392498135,1044.7072730158752,0.23172285145243077,2023-05-01
16,2022,3,13167.497562486173,1565.3941340142185,0.11888319147853743,2022-03-01
16,2022,4,9188.591265337436,1261.5002037755312,0.13728983772891815,2022-04-01
16,2022,5,9627.4358506342,1262.2928185704584,0.13111412406734507,2022-05-01
16,2022,6,9613.863337686875,1117.0397671399608,0.116190518619201,2022-06-01
16,2022,7,9184.067094354996,1140.878575173592,0.12422367600894763,2022-07-01
16,2022,8,10066.280435930965,1128.3226539756417,0.11208933241598991,2022-08-01
16,2022,9,9618.387508669317,1083.027822733712,0.11259972856755347,2022-09-01
16,2022,10,9179.542923372554,1141.8747565125184,0.12439342198674473,2022-10-01
16,2022,11,9631.96002161664,1062.3951354974142,0.11029895609129621,2022-11-01
16,2022,12,9622.91167965176,1107.3300542088098,0.11507224539432566,2022-12-01
16,2023,1,9622.911679651757,1237.761669885292,0.1286265229371912,2023-01-01
16,2023,2,8749.746680040667,1288.0949677226886,0.14721511545711422,2023-02-01
16,2023,3,10052.70792298364,1096.2075798476908,0.10904599917216502,2023-03-01
16,2023,4,8745.222509058227,1311.7270959359091,0.14999356443786688,2023-04-01
16,2023,5,7872.057509447139,1037.6817571014608,0.13181836589178297,2023-05-01
17,2022,3,21039.15393259689,1661.0970711515395,0.0789526554381984,2022-03-01
17,2022,4,16800.0,1154.0937199042583,0.06869605475620585,2022-04-01
17,2022,5,17600.0,1264.9123232009356,0.07187001836368952,2022-05-01
17,2022,6,17600.0,1466.9224829453365,0.08334786834916684,2022-06-01
17,2022,7,16800.0,1194.907216896103,0.07112542957714899,2022-07-01
17,2022,8,18400.0,1158.1117415629046,0.06294085551972307,2022-08-01
17,2022,9,17600.0,1264.3712566124811,0.07183927594389097,2022-09-01
17,2022,10,16800.0,1454.2219325126446,0.08656082931622884,2022-10-01
17,2022,11,17600.0,1151.4220321490639,0.0654217063721059,2022-11-01
17,2022,12,17600.0,1367.220502307864,0.07768298308567409,2022-12-01
17,2023,1,17600.0,1041.334010971158,0.059166705168815795,2023-01-01
17,2023,2,16000.0,1365.5341863015421,0.08534588664384639,2023-02-01
17,2023,3,18400.0,1255.512959274735,0.06823439996058343,2023-03-01
17,2023,4,16000.0,1030.9262770593696,0.0644328923162106,2023-04-01
17,2023,5,14400.0,972.9440645247251,0.06756556003643925,2023-05-01
18,2022,3,21334.64638523836,1522.2978356184763,0.0713533192971864,2022-03-01
18,2022,4,16800.0,1639.093673332007,0.09756509960309566,2022-04-01
18,2022,5,17600.0,1655.7335393975109,0.09407576928394948,2022-05-01
18,2022,6,17600.0,1527.2717252904006,0.08677680257331821,2022-06-01
18,2022,7,16800.0,1293.02369730879,0.07696569626838035,2022-07-01
18,2022,8,18400.0,1268.1188458873787,0.06891950249387928,2022-08-01
18,2022,9,17600.0,1168.8656625870613,0.06641282173790121,2022-09-01
18,2022,10,16800.0,1342.6072549900043,0.07991709851130978,2022-10-01
18,2022,11,17600.0,1364.3793677018675,0.07752155498306065,2022-11-01
18,2022,12,17600.0,1248.6041096410047,0.07094341532051163,2022-12-01
18,2023,1,17600.0,1194.5976211320951,0.06787486483705087,2023-01-01
18,2023,2,16000.0,1150.7379201046126,0.07192112000653829,2023-02-01
18,2023,3,18400.0,1235.4942068283524,0.06714642428414959,2023-03-01
18,2023,4,16000.0,1402.014770583692,0.08762592316148075,2023-04-01
18,2023,5,14400.0,966.8074609386653,0.06713940700962953,2023-05-01
19,2022,3,11738.53986456658,1742.3367172265905,0.14842874304034429,2022-03-01
19,2022,4,8570.447722165543,1477.2882116054238,0.17237001607100977,2022-04-01
19,2022,5,8978.5642803639,1337.7150630545973,0.14898986310987125,2022-05-01
19,2022,6,8978.564280363902,1538.0374449250262,0.17130104512240452,2022-06-01
19,2022,7,8570.447722165542,1490.4610822950847,0.17390702686865953,2022-07-01
19,2022,8,9386.680838562259,1451.6867447826862,0.15465389414529604,2022-08-01
19,2022,9,8978.5642803639,1377.8797890753585,0.15346326495526444,2022-09-01
19,2022,10,8570.447722165543,1733.5526407606444,0.2022709544423448,2022-10-01
19,2022,11,8978.564280363902,1424.0955689567932,0.1586106112835085,2022-11-01
19,2022,12,8978.564280363902,1507.421550679184,0.16789115760700307,2022-12-01
19,2023,1,8978.5642803639,1508.9110736568646,0.16805705528631673,2023-01-01
19,2023,2,8162.331163967185,1263.0751052332143,0.1547444081672514,2023-02-01
19,2023,3,9386.680838562259,1325.8443069053822,0.14124740466923763,2023-03-01
19,2023,4,8162.331163967185,1461.8486473021592,0.17909695379128043,2023-04-01
19,2023,5,7346.0980475704655,1237.7328115556886,0.1684884687817415,2023-05-01
20,2022,3,8524.26392565609,1561.9430466985273,0.18323494677322635,2022-03-01
20,2022,4,5578.072380971025,1317.3531164071933,0.2361663718995826,2022-04-01
20,2022,5,5843.694875302979,1417.2936414783169,0.24253382007814606,2022-05-01
20,2022,6,5843.694875302979,1266.7485849509055,0.21677185615979447,2022-06-01
20,2022,7,5578.072380971025,1357.326180403172,0.2433324789820834,2022-07-01
20,2022,8,6109.317369634933,1286.750430849212,0.21062098316331254,2022-08-01
20,2022,9,5843.694875302979,1239.8329421795913,0.21216592731757053,2022-09-01
20,2022,10,5578.072380971025,1395.6362819609096,0.25020046113456107,2022-10-01
20,2022,11,5843.694875302979,1400.9891164893966,0.23974371461630417,2022-11-01
20,2022,12,5843.694875302979,1421.8227652717308,0.24330886461590165,2022-12-01
20,2023,1,5843.694875302979,1197.5385990716018,0.20492832439501946,2023-01-01
20,2023,2,5312.449886639071,1363.303918755931,0.25662433488260666,2023-02-01
20,2023,3,6109.317369634933,1321.154039832119,0.2162523175500155,2023-03-01
20,2023,4,5312.449886639071,1378.6187739204124,0.25950715834283333,2023-04-01
20,2023,5,4781.2048979751635,1342.8731309876523,0.28086500362206984,2023-05-01
21,2022,3,4278.7311820566865,2864.558345983562,0.6694878047016348,2022-03-01
21,2022,4,2199.984346831272,1781.6571822232315,0.8098499358822374,2022-04-01
21,2022,5,2409.506665577106,1471.39118785363,0.6106607667346768,2022-05-01
21,2022,6,2199.9843468312724,1554.9925393398414,0.706819819686245,2022-06-01
21,2022,7,2304.7455062041886,1649.6705075302605,0.7157712220674607,2022-07-01
21,2022,8,2409.506665577107,1825.6886132776003,0.7577022464224331,2022-08-01
21,2022,9,2095.223187458354,1698.7123579590993,0.8107548485179524,2022-09-01
21,2022,10,2409.506665577106,1655.2827679504314,0.6869799497126401,2022-10-01
21,2022,11,2304.7455062041895,1540.8698834083602,0.6685640038175419,2022-11-01
21,2022,12,2199.9843468312715,1864.3813230205776,0.8474520856050286,2022-12-01
21,2023,1,2409.5066655771066,1775.9889072453943,0.7370757394522597,2023-01-01
21,2023,2,2095.2231874583536,1522.6637693925052,0.7267310606845654,2023-02-01
21,2023,3,2199.9843468312715,1732.1548653854259,0.7873487226762864,2023-03-01
21,2023,4,2304.74550620419,1482.6516389492358,0.6433038419895197,2023-04-01
21,2023,5,1885.7008687125185,1463.565029001123,0.7761384922097359,2023-05-01
22,2022,3,5704.025513106093,2358.974477451822,0.4135631006613883,2022-03-01
22,2022,4,3314.8413941250533,1998.181990788201,0.6027986721565656,2022-04-01
22,2022,5,3314.8413941250533,2000.469890138607,0.6034888708956248,2022-05-01
22,2022,6,3164.1667853011872,1787.7956285658574,0.5650130823921415,2022-06-01
22,2022,7,3314.8413941250533,1996.5458145968837,0.6023050810622174,2022-07-01
22,2022,8,3465.5160029489193,1864.4797472463133,0.5380092735568865,2022-08-01
